element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"38.7",75417,55981,15,270,3
2,"Arrizabalaga","ARS",1,49,"0.1",152,336,0,0,0
3,"Meslier","ARS",1,49,"0.0",58,136,0,0,0
4,"Gabriel","ARS",2,80,"25.2",18145,79515,15,270,3
5,"J.Timber","ARS",2,65,"0.1",298,577,0,0,0
6,"Saliba","ARS",2,60,"0.2",392,1563,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",2968,3518,8,226,3
8,"Calafiori","ARS",2,57,"46.9",162527,26027,22,236,3
9,"Hincapie","ARS",2,53,"1.1",1590,7353,2,32,0
10,"White","ARS",2,55,"7.7",46795,36735,20,270,3
11,"Mosquera","ARS",2,54,"3.8",459,58980,12,168,2
12,"Saka","ARS",3,95,"11.3",68363,35406,22,246,3
13,"Rice","ARS",3,74,"13.9",9625,48417,13,241,3
14,"Eze","ARS",3,64,"1.3",1922,10852,2,59,0
15,"Ødegaard","ARS",3,66,"12.1",122628,32109,24,221,3
16,"Madueke","ARS",3,63,"0.2",782,1647,2,23,0
17,"Merino","ARS",3,59,"0.5",874,4072,2,46,0
18,"Martinelli","ARS",3,63,"0.1",0,3520,0,0,0
19,"Zubimendi","ARS",3,54,"0.7",790,4427,3,50,0
20,"Dowman","ARS",3,53,"0.1",219,526,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",0,184,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",0,134,0,0,0
24,"Nelson","ARS",3,55,"0.0",0,45,0,0,0
25,"Gyökeres","ARS",4,73,"4.3",3043,33416,1,12,0
26,"Havertz","ARS",4,75,"7.1",53158,26516,16,257,3
27,"G.Jesus","ARS",4,59,"0.2",0,4366,0,0,0
31,"Konsa","ARS",2,44,"12.3",162461,34195,5,101,1
452,"Bruno G.","ARS",3,68,"1.9",699,14422,1,19,0
557,"Tzolis","ARS",3,65,"18.1",23365,141264,11,210,3
29,"M.Bizot","AVL",1,45,"0.1",386,602,1,90,1
30,"Digne","AVL",2,45,"0.1",0,446,0,0,0
32,"Cash","AVL",2,45,"6.9",10205,16055,7,251,3
33,"Mings","AVL",2,45,"0.4",972,811,7,106,1
34,"Pau","AVL",2,45,"0.4",520,1989,2,163,2
35,"Bogarde","AVL",3,50,"0.1",290,452,1,16,0
36,"Maatsen","AVL",2,45,"0.8",3065,1851,8,245,3
37,"Lindelöf","AVL",2,45,"0.3",901,631,6,270,3
38,"A.García","AVL",2,40,"1.7",5301,6647,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,842,0,0,0
41,"Buendía","AVL",3,60,"1.1",2973,7363,7,249,3
44,"Bailey","AVL",3,54,"0.1",0,2457,0,0,0
45,"McGinn","AVL",3,54,"2.4",4394,11242,5,261,3
46,"Barkley","AVL",3,50,"0.3",1677,1151,7,240,3
47,"Kamara","AVL",3,50,"0.3",1398,1644,7,270,3
48,"Onana","AVL",3,50,"0.0",50,123,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,10,0,0,0
50,"Burrowes","AVL",3,45,"0.7",2828,2942,0,0,0
51,"George Hemmings","AVL",3,45,"1.1",15690,5969,7,234,3
52,"Alysson","AVL",3,50,"0.0",173,249,2,42,0
53,"Manzambi","AVL",3,59,"0.1",174,816,0,0,0
54,"Gomes","AVL",3,55,"0.0",27,194,-2,39,1
55,"Watkins","AVL",4,78,"3.6",0,63331,0,0,0
56,"Abraham","AVL",4,55,"0.2",1828,992,2,24,0
160,"Garnacho","AVL",3,59,"0.4",662,3389,3,31,0
166,"N.Jackson","AVL",4,65,"1.1",9869,5999,4,154,2
582,"Madjo","AVL",4,55,"0.3",165,2053,0,0,0
596,"Ruggeri","AVL",2,45,"0.1",85,465,2,23,0
