element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"38.1",50651,57700,6,90,1
2,"Arrizabalaga","ARS",1,50,"0.1",213,357,0,0,0
3,"Meslier","ARS",1,50,"0.0",45,127,0,0,0
4,"Gabriel","ARS",2,80,"28.0",15673,92814,5,90,1
5,"J.Timber","ARS",2,65,"0.1",223,986,0,0,0
6,"Saliba","ARS",2,60,"0.3",579,2407,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",2553,3416,3,90,1
8,"Calafiori","ARS",2,56,"41.6",78614,37176,9,80,1
9,"Hincapie","ARS",2,54,"1.4",2337,7763,1,9,0
10,"White","ARS",2,55,"7.0",36839,27165,11,90,1
11,"Mosquera","ARS",2,55,"5.5",4562,20821,6,90,1
12,"Saka","ARS",3,95,"10.2",13526,29639,9,67,1
13,"Rice","ARS",3,75,"16.1",7405,66298,3,67,1
14,"Eze","ARS",3,64,"1.7",2942,10314,1,14,0
15,"Ødegaard","ARS",3,66,"11.9",42274,29634,11,75,1
16,"Madueke","ARS",3,64,"0.3",579,1782,1,22,0
17,"Merino","ARS",3,59,"0.6",1306,4580,1,14,0
18,"Martinelli","ARS",3,64,"0.2",527,1674,0,0,0
19,"Zubimendi","ARS",3,54,"0.9",1719,5239,1,22,0
20,"Dowman","ARS",3,54,"0.1",317,643,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",74,113,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",78,66,0,0,0
24,"Nelson","ARS",3,55,"0.0",4,137,0,0,0
25,"Gyökeres","ARS",4,74,"6.2",3259,39275,0,0,0
26,"Havertz","ARS",4,75,"7.4",25121,29323,6,90,1
27,"G.Jesus","ARS",4,60,"0.3",1358,2575,0,0,0
31,"Konsa","ARS",2,44,"10.4",39742,56251,0,0,0
452,"Bruno G.","ARS",3,69,"2.4",425,26095,0,0,0
557,"Tzolis","ARS",3,65,"25.7",55933,52687,6,75,1
29,"M.Bizot","AVL",1,45,"0.1",997,553,1,90,1
30,"Digne","AVL",2,45,"0.1",0,949,0,0,0
32,"Cash","AVL",2,45,"7.3",7486,23909,-1,90,1
33,"Mings","AVL",2,45,"0.4",1030,1139,1,16,0
34,"Pau","AVL",2,45,"0.4",671,1194,0,73,1
35,"Bogarde","AVL",3,50,"0.1",316,399,1,16,0
36,"Maatsen","AVL",2,45,"0.7",1281,2256,0,81,1
37,"Lindelöf","AVL",2,45,"0.3",644,887,-2,90,1
38,"A.García","AVL",2,40,"1.7",4940,4885,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,1594,0,0,0
41,"Buendía","AVL",3,60,"1.1",2941,6825,2,85,1
44,"Bailey","AVL",3,55,"0.1",459,901,0,0,0
45,"McGinn","AVL",3,55,"2.7",3958,12589,1,81,1
46,"Barkley","AVL",3,50,"0.2",1076,1100,2,73,1
47,"Kamara","AVL",3,50,"0.3",1416,1834,2,90,1
48,"Onana","AVL",3,50,"0.0",65,229,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,30,0,0,0
50,"Burrowes","AVL",3,45,"0.7",2934,2771,0,0,0
51,"George Hemmings","AVL",3,45,"0.8",6502,3216,2,90,1
52,"Alysson","AVL",3,50,"0.0",182,269,1,8,0
53,"Manzambi","AVL",3,59,"0.2",153,2276,0,0,0
54,"Gomes","AVL",3,55,"0.0",24,460,-2,39,1
55,"Watkins","AVL",4,79,"6.6",2716,75274,0,0,0
56,"Abraham","AVL",4,55,"0.1",174,1010,0,0,0
160,"Garnacho","AVL",3,59,"0.5",866,3491,1,4,0
166,"N.Jackson","AVL",4,65,"0.6",21398,3812,0,0,0
582,"Madjo","AVL",4,55,"0.4",375,3427,0,0,0
596,"Ruggeri","AVL",2,45,"0.1",352,372,1,8,0
597,"Suzuki","AVL",1,50,"0.9",3612,2683,0,0,0
606,"Rowe","AVL",2,40,"0.1",2019,474,0,0,0
607,"Lynch","AVL",3,45,"0.1",1594,740,0,0,0
611,"Wan-Bissaka","AVL",2,45,"0.1",2205,416,0,0,0
618,"Goretzka","AVL",3,60,"0.0",1351,208,0,0,0
57,"Petrović","BOU",1,45,"3.4",14726,8889,5,180,2
58,"Forster","BOU",1,40,"3.2",9674,5429,0,0,0
59,"Dennis","BOU",1,40,"0.2",0,1201,0,0,0
60,"Hill","BOU",2,55,"0.9",2425,3184,5,180,2
61,"Truffert","BOU",2,55,"4.1",4937,11333,5,180,2
62,"Diakité","BOU",2,50,"0.2",726,1422,0,0,0
63,"Milosavljević","BOU",2,50,"0.0",30,85,0,0,0
64,"Smith","BOU",2,45,"0.1",586,601,2,180,2
65,"J.Araujo","BOU",2,45,"0.0",36,164,0,0,0
66,"Soler","BOU",2,40,"0.2",1448,748,0,0,0
67,"Rayan","BOU",3,65,"2.6",3981,19604,4,178,2
68,"Tavernier","BOU",3,60,"2.5",11414,15300,11,180,2
69,"Scott","BOU",3,60,"1.7",19410,5437,14,176,2
70,"Kluivert","BOU",3,60,"1.2",3508,7435,6,154,2
71,"Cook","BOU",3,50,"0.2",2311,1110,6,143,2
72,"Gannon-Doak","BOU",3,50,"0.1",149,524,1,1,0
73,"Adams","BOU",3,50,"0.2",2043,1679,2,36,0
74,"Brooks","BOU",3,50,"0.1",413,301,1,9,0
75,"Christie","BOU",3,50,"0.0",367,170,1,3,0
76,"Tóth.A","BOU",3,50,"0.0",43,80,1,15,0
77,"Adli","BOU",3,49,"0.0",39,277,0,0,0
78,"Kroupi.Jr","BOU",3,74,"0.3",126,3778,0,0,0
79,"Evanilson","BOU",4,60,"3.2",27320,12545,9,154,2
80,"Enes Ünal","BOU",4,55,"0.0",0,234,0,0,0
