element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,61,"42.2",110075,37981,30,450,5
2,"Arrizabalaga","ARS",1,49,"0.1",83,194,0,0,0
3,"Meslier","ARS",1,49,"0.0",39,98,0,0,0
4,"Gabriel","ARS",2,80,"22.8",19230,56647,25,450,5
5,"J.Timber","ARS",2,65,"0.4",9980,3173,1,104,1
6,"Saliba","ARS",2,59,"0.2",303,903,0,0,0
7,"Lewis-Skelly","ARS",3,54,"0.6",718,4386,9,271,4
8,"Calafiori","ARS",2,58,"50.6",62563,52750,29,416,5
9,"Hincapie","ARS",2,52,"0.9",1158,4991,2,32,0
10,"White","ARS",2,55,"5.0",3148,57315,21,315,4
11,"Mosquera","ARS",2,53,"1.6",958,7831,12,168,2
12,"Saka","ARS",3,95,"13.5",83637,38807,32,416,5
13,"Rice","ARS",3,74,"11.8",7103,62943,20,411,5
14,"Eze","ARS",3,63,"1.0",1755,5704,4,85,0
15,"Ødegaard","ARS",3,68,"19.8",62230,75812,29,377,5
16,"Madueke","ARS",3,62,"0.2",615,1339,2,23,0
17,"Merino","ARS",3,58,"0.4",553,2474,4,81,0
18,"Martinelli","ARS",3,63,"0.1",0,455,0,0,0
19,"Zubimendi","ARS",3,53,"0.6",404,3175,5,89,0
20,"Dowman","ARS",3,53,"0.1",371,477,1,9,0
22,"Nwaneri","ARS",3,54,"0.0",0,44,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",0,33,0,0,0
24,"Nelson","ARS",3,55,"0.0",0,16,0,0,0
25,"Gyökeres","ARS",4,71,"3.1",4755,13864,2,29,0
26,"Havertz","ARS",4,76,"8.5",47854,39156,19,437,5
27,"G.Jesus","ARS",4,59,"0.1",0,786,0,0,0
31,"Konsa","ARS",2,46,"19.4",77720,37252,12,281,3
452,"Bruno G.","ARS",3,67,"1.8",4338,6338,9,123,1
557,"Tzolis","ARS",3,63,"12.3",9728,126413,16,362,5
29,"M.Bizot","AVL",1,45,"0.1",47,853,1,90,1
30,"Digne","AVL",2,45,"0.0",0,184,0,0,0
32,"Cash","AVL",2,44,"4.9",2241,21775,6,296,3
33,"Mings","AVL",2,45,"0.4",1382,1146,10,261,2
34,"Pau","AVL",2,45,"0.3",33,2709,3,187,3
35,"Bogarde","AVL",3,49,"0.1",144,383,1,16,0
36,"Maatsen","AVL",2,44,"0.5",46,5341,9,335,4
37,"Lindelöf","AVL",2,45,"0.3",807,1062,8,450,5
38,"A.García","AVL",2,40,"1.5",1532,5119,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.1",0,451,0,0,0
41,"Buendía","AVL",3,59,"1.0",10066,3324,21,401,5
44,"Bailey","AVL",3,54,"0.1",0,400,0,0,0
45,"McGinn","AVL",3,54,"2.2",5646,7037,17,434,5
46,"Barkley","AVL",3,50,"0.3",459,1521,10,308,4
47,"Kamara","AVL",3,50,"0.3",1066,1321,15,443,5
48,"Onana","AVL",3,49,"0.0",30,76,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,9,0,0,0
50,"Burrowes","AVL",3,45,"0.6",526,2883,0,0,0
51,"George Hemmings","AVL",3,45,"1.2",2692,8437,9,297,4
52,"Alysson","AVL",3,50,"0.0",60,674,8,87,0
53,"Manzambi","AVL",3,59,"0.4",24982,2325,14,98,1
54,"Gomes","AVL",3,55,"0.0",369,145,2,129,2
55,"Watkins","AVL",4,78,"2.5",0,9986,0,0,0
56,"Abraham","AVL",4,55,"0.2",1329,1451,4,71,0
160,"Garnacho","AVL",3,58,"0.3",415,2378,3,31,0
166,"N.Jackson","AVL",4,65,"1.4",28550,6296,10,286,4
582,"Madjo","AVL",4,54,"0.2",158,1551,0,0,0
596,"Ruggeri","AVL",2,45,"0.1",425,275,5,113,1
597,"Suzuki","AVL",1,50,"1.9",11708,5320,16,360,4
606,"Rowe","AVL",2,40,"0.2",257,771,0,0,0
607,"Lynch","AVL",3,45,"0.1",0,592,0,0,0
611,"Wan-Bissaka","AVL",2,45,"0.2",1220,1218,6,152,2
618,"Goretzka","AVL",3,59,"0.0",16,365,0,0,0
630,"Harwood-Bellis","AVL",2,45,"0.0",148,150,0,0,0
631,"Mbaye","AVL",3,60,"0.1",739,993,2,33,0
667,"Wright","AVL",1,40,"0.1",5656,535,0,0,0
57,"Petrović","BOU",1,45,"3.0",4872,8984,9,450,5
58,"Forster","BOU",1,40,"3.5",6914,5899,0,0,0
59,"Dennis","BOU",1,40,"0.1",0,469,0,0,0
60,"Hill","BOU",2,55,"0.8",2584,2539,12,450,5
61,"Truffert","BOU",2,54,"3.0",3784,10268,10,450,5
62,"Diakité","BOU",2,49,"0.2",398,826,0,0,0
63,"Milosavljević","BOU",2,49,"0.0",18,36,0,0,0
64,"Smith","BOU",2,45,"0.1",342,400,4,434,5
65,"J.Araujo","BOU",2,44,"0.0",27,38,0,0,0
66,"Soler","BOU",2,40,"0.3",637,953,0,0,0
67,"Rayan","BOU",3,63,"1.6",3255,8486,10,434,5
