element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"38.0",80133,88119,12,180,2
2,"Arrizabalaga","ARS",1,50,"0.1",288,543,0,0,0
3,"Meslier","ARS",1,50,"0.0",67,199,0,0,0
4,"Gabriel","ARS",2,80,"27.5",22280,140057,13,180,2
5,"J.Timber","ARS",2,65,"0.1",283,1317,0,0,0
6,"Saliba","ARS",2,60,"0.2",744,3224,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",3844,5235,6,160,2
8,"Calafiori","ARS",2,56,"42.1",160009,54186,20,170,2
9,"Hincapie","ARS",2,54,"1.4",2963,14261,1,9,0
10,"White","ARS",2,55,"7.0",58408,44223,18,180,2
11,"Mosquera","ARS",2,55,"5.3",6829,35470,12,168,2
12,"Saka","ARS",3,95,"10.3",36449,41433,20,157,2
13,"Rice","ARS",3,75,"15.7",10670,101937,8,151,2
14,"Eze","ARS",3,64,"1.6",4052,16508,2,59,0
15,"Ødegaard","ARS",3,66,"11.7",59821,56518,14,145,2
16,"Madueke","ARS",3,64,"0.3",728,3061,1,22,0
17,"Merino","ARS",3,59,"0.6",1784,6734,2,33,0
18,"Martinelli","ARS",3,64,"0.2",678,2656,0,0,0
19,"Zubimendi","ARS",3,54,"0.9",2285,8217,2,27,0
20,"Dowman","ARS",3,54,"0.1",389,959,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",112,165,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",108,111,0,0,0
24,"Nelson","ARS",3,55,"0.0",4,170,0,0,0
25,"Gyökeres","ARS",4,74,"5.8",4364,70614,0,0,0
26,"Havertz","ARS",4,75,"7.3",34797,48747,8,180,2
27,"G.Jesus","ARS",4,59,"0.3",1749,4045,0,0,0
31,"Konsa","ARS",2,44,"10.5",85475,87783,1,11,0
452,"Bruno G.","ARS",3,69,"2.3",1438,33800,1,19,0
557,"Tzolis","ARS",3,65,"24.4",68531,169293,6,120,2
29,"M.Bizot","AVL",1,45,"0.1",1330,1072,1,90,1
30,"Digne","AVL",2,45,"0.1",0,1220,0,0,0
32,"Cash","AVL",2,45,"7.2",12912,34178,1,167,2
33,"Mings","AVL",2,45,"0.4",1426,2006,1,16,0
34,"Pau","AVL",2,45,"0.4",1310,1757,2,163,2
35,"Bogarde","AVL",3,50,"0.1",460,578,1,16,0
36,"Maatsen","AVL",2,45,"0.7",2780,3377,1,171,2
37,"Lindelöf","AVL",2,45,"0.3",1123,1261,0,180,2
38,"A.García","AVL",2,40,"1.7",7060,7495,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,2043,0,0,0
41,"Buendía","AVL",3,60,"1.1",4993,9728,4,175,2
44,"Bailey","AVL",3,55,"0.1",628,1432,0,0,0
