element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"38.6",33862,21029,12,180,2
2,"Arrizabalaga","ARS",1,49,"0.1",93,152,0,0,0
3,"Meslier","ARS",1,49,"0.0",42,59,0,0,0
4,"Gabriel","ARS",2,80,"25.5",7407,30939,13,180,2
5,"J.Timber","ARS",2,65,"0.1",172,288,0,0,0
6,"Saliba","ARS",2,60,"0.2",210,811,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",1341,1291,6,160,2
8,"Calafiori","ARS",2,57,"46.1",70170,8001,20,170,2
9,"Hincapie","ARS",2,53,"1.1",806,3005,1,9,0
10,"White","ARS",2,55,"7.7",24771,14557,18,180,2
11,"Mosquera","ARS",2,55,"4.2",304,19689,12,168,2
12,"Saka","ARS",3,95,"11.1",35197,9980,20,157,2
13,"Rice","ARS",3,74,"14.1",3585,22366,8,151,2
14,"Eze","ARS",3,64,"1.4",1112,3366,2,59,0
15,"Ødegaard","ARS",3,66,"11.1",16994,16607,14,145,2
16,"Madueke","ARS",3,63,"0.2",457,644,1,22,0
17,"Merino","ARS",3,59,"0.5",460,1514,2,33,0
18,"Martinelli","ARS",3,63,"0.1",0,2195,0,0,0
19,"Zubimendi","ARS",3,54,"0.8",448,1775,2,27,0
20,"Dowman","ARS",3,54,"0.1",110,234,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",0,112,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",0,93,0,0,0
24,"Nelson","ARS",3,55,"0.0",0,27,0,0,0
25,"Gyökeres","ARS",4,73,"4.5",1679,13393,0,0,0
26,"Havertz","ARS",4,75,"6.7",8362,14776,8,180,2
27,"G.Jesus","ARS",4,59,"0.2",0,2642,0,0,0
31,"Konsa","ARS",2,44,"11.4",52213,16492,1,11,0
452,"Bruno G.","ARS",3,68,"2.0",264,6481,1,19,0
557,"Tzolis","ARS",3,65,"18.7",6537,67881,6,120,2
29,"M.Bizot","AVL",1,45,"0.1",195,253,1,90,1
30,"Digne","AVL",2,45,"0.1",0,246,0,0,0
32,"Cash","AVL",2,45,"7.0",4537,7886,7,251,3
33,"Mings","AVL",2,45,"0.4",411,414,7,106,1
34,"Pau","AVL",2,45,"0.4",329,772,2,163,2
35,"Bogarde","AVL",3,50,"0.1",150,191,1,16,0
36,"Maatsen","AVL",2,45,"0.8",1232,885,8,245,3
37,"Lindelöf","AVL",2,45,"0.3",392,307,6,270,3
38,"A.García","AVL",2,40,"1.7",3344,2287,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,406,0,0,0
41,"Buendía","AVL",3,60,"1.1",1576,3248,7,249,3
44,"Bailey","AVL",3,54,"0.1",0,1534,0,0,0
45,"McGinn","AVL",3,54,"2.4",2158,4836,5,261,3
46,"Barkley","AVL",3,50,"0.3",751,477,7,240,3
47,"Kamara","AVL",3,50,"0.3",732,722,7,270,3
48,"Onana","AVL",3,50,"0.0",29,62,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,8,0,0,0
50,"Burrowes","AVL",3,45,"0.7",1438,1190,0,0,0
51,"George Hemmings","AVL",3,45,"1.0",6773,2313,7,234,3
52,"Alysson","AVL",3,50,"0.0",90,116,2,42,0
53,"Manzambi","AVL",3,59,"0.1",89,426,0,0,0
54,"Gomes","AVL",3,55,"0.0",9,102,-2,39,1
55,"Watkins","AVL",4,78,"3.9",0,39317,0,0,0
56,"Abraham","AVL",4,55,"0.1",1060,425,2,24,0
160,"Garnacho","AVL",3,59,"0.4",360,1577,3,31,0
166,"N.Jackson","AVL",4,65,"1.0",5512,2531,4,154,2
582,"Madjo","AVL",4,55,"0.3",90,958,0,0,0
596,"Ruggeri","AVL",2,45,"0.1",49,219,2,23,0
597,"Suzuki","AVL",1,50,"1.2",6037,1276,12,180,2
606,"Rowe","AVL",2,40,"0.1",574,272,0,0,0
607,"Lynch","AVL",3,45,"0.1",0,947,0,0,0
611,"Wan-Bissaka","AVL",2,45,"0.2",535,296,2,17,0
618,"Goretzka","AVL",3,60,"0.0",355,284,0,0,0
630,"Harwood-Bellis","AVL",2,45,"0.0",194,49,0,0,0
631,"Mbaye","AVL",3,60,"0.0",976,221,0,0,0
57,"Petrović","BOU",1,45,"3.4",5521,5041,6,270,3
58,"Forster","BOU",1,40,"3.4",5569,2165,0,0,0
59,"Dennis","BOU",1,40,"0.2",0,298,0,0,0
60,"Hill","BOU",2,55,"0.8",868,1566,6,270,3
61,"Truffert","BOU",2,55,"3.7",1474,7499,5,270,3
62,"Diakité","BOU",2,50,"0.2",210,506,0,0,0
63,"Milosavljević","BOU",2,50,"0.0",9,32,0,0,0
64,"Smith","BOU",2,45,"0.1",188,253,2,270,3
65,"J.Araujo","BOU",2,45,"0.0",17,43,0,0,0
66,"Soler","BOU",2,40,"0.2",843,382,0,0,0
67,"Rayan","BOU",3,65,"2.2",1314,7448,6,266,3
68,"Tavernier","BOU",3,60,"2.6",29423,4341,21,268,3
69,"Scott","BOU",3,60,"2.6",50221,3236,24,266,3
70,"Kluivert","BOU",3,60,"1.1",1423,3680,7,229,3
71,"Cook","BOU",3,50,"0.2",552,597,7,157,2
72,"Gannon-Doak","BOU",3,50,"0.1",63,174,2,2,0
73,"Adams","BOU",3,50,"0.3",1142,586,6,111,1
74,"Brooks","BOU",3,50,"0.1",141,125,2,23,0
75,"Christie","BOU",3,50,"0.0",108,94,2,4,0
76,"Tóth.A","BOU",3,50,"0.0",21,42,1,15,0
77,"Adli","BOU",3,49,"0.0",11,60,0,0,0
78,"Kroupi.Jr","BOU",3,74,"0.2",46,757,0,0,0
79,"Evanilson","BOU",4,60,"3.3",7785,6841,11,244,3
80,"Enes Ünal","BOU",4,55,"0.0",0,51,0,0,0
81,"Rodríguez","BOU",4,60,"0.1",275,316,1,9,0
566,"Silva","BOU",2,50,"0.4",648,657,7,270,3
573,"Sanchez","BOU",2,45,"0.2",49,258,0,0,0
608,"Jebbison","BOU",4,50,"0.1",697,276,2,16,0
615,"Di Gregorio","BOU",1,45,"0.0",154,94,0,0,0
82,"Kelleher","BRE",1,50,"6.9",6211,7710,11,270,3
83,"Valdimarsson","BRE",1,45,"0.1",84,151,0,0,0
84,"Collins","BRE",2,55,"2.1",1087,6435,10,196,3
85,"Van den Berg","BRE",2,49,"0.1",14,268,0,0,0
86,"Lewis-Potter","BRE",3,55,"2.2",6781,4315,18,267,3
87,"Ajer","BRE",2,45,"5.2",11048,11076,13,270,3
88,"Kayode","BRE",2,46,"9.5",11004,16980,16,207,3
89,"Henry","BRE",2,45,"0.2",60,309,1,2,0
90,"Hickey","BRE",2,45,"0.1",54,103,3,61,0
92,"Ji-soo","BRE",2,45,"0.0",24,46,0,0,0
93,"Schuster","BRE",2,45,"0.1",24,106,4,73,0
94,"Schade","BRE",3,60,"4.2",6990,11345,15,267,3
95,"O.Dango","BRE",3,64,"0.8",278,4070,5,140,2
96,"Damsgaard","BRE",3,55,"0.5",724,600,12,167,2
97,"Jensen","BRE",3,55,"0.2",5,974,6,66,1
98,"Janelt","BRE",3,50,"0.8",14358,2026,21,270,3
99,"Milambo","BRE",3,50,"0.0",4,7,0,0,0
100,"Carvalho","BRE",3,50,"0.0",107,62,0,0,0
102,"Yarmoliuk","BRE",3,49,"0.9",201,2354,2,89,0
103,"Dasilva","BRE",3,50,"0.0",4,157,0,0,0
105,"Anthony","BRE",3,60,"0.2",133,425,4,128,1
106,"Thiago","BRE",4,80,"13.1",3998,56472,4,262,3
107,"Furo","BRE",4,45,"1.1",3868,1968,0,0,0
108,"Wilson","BRE",4,55,"0.4",587,970,3,13,0
565,"M.Sangaré","BRE",3,57,"15.2",36042,39577,18,210,3
620,"Diouf","BRE",2,45,"0.1",437,447,0,0,0
109,"Verbruggen","BHA",1,45,"22.1",28087,23647,9,270,3
111,"Steele","BHA",1,40,"4.2",8226,3675,0,0,0
113,"F.Kadıoğlu","BHA",2,44,"1.9",1175,3714,2,167,2
114,"Boscagli","BHA",2,45,"0.3",396,395,7,270,3
115,"De Cuyper","BHA",2,47,"17.9",82070,14098,21,243,3
116,"Dunk","BHA",2,45,"1.3",2279,1119,10,270,3
117,"Coppola","BHA",2,45,"0.0",21,41,0,0,0
118,"Igor","BHA",2,45,"0.1",0,538,0,0,0
119,"Costinha","BHA",2,45,"0.0",32,43,2,48,0
120,"Svoboda","BHA",2,50,"0.1",126,137,0,0,0
121,"Mitoma","BHA",3,59,"0.0",9,104,0,0,0
122,"Minteh","BHA",3,59,"0.0",10,188,0,0,0
123,"Hinshelwood","BHA",3,60,"1.2",355,8426,16,63,1
124,"Groß","BHA",3,55,"16.1",49434,18525,16,270,3
125,"Georginio","BHA",4,55,"0.7",234,3275,5,90,1
126,"O'Riley","BHA",3,55,"0.1",169,229,0,0,0
127,"Gomez","BHA",3,50,"5.0",16883,11777,13,265,3
128,"Buonanotte","BHA",3,50,"0.0",0,13,0,0,0
129,"Ayari","BHA",3,54,"0.4",222,1453,4,153,2
130,"Wieffer","BHA",2,50,"0.4",19,4929,7,156,2
132,"Howell","BHA",3,45,"0.0",0,111,0,0,0
133,"Watson","BHA",3,50,"0.0",0,5,0,0,0
134,"Oriola","BHA",3,45,"0.3",442,425,0,0,0
135,"Yohanna","BHA",3,49,"0.1",93,185,1,12,0
137,"Tzimas","BHA",4,55,"0.0",14,34,0,0,0
138,"Kostoulas","BHA",4,55,"0.5",2132,821,8,195,2
139,"Ferguson","BHA",4,50,"0.0",85,116,0,0,0
328,"Struijk","BHA",2,50,"0.2",198,392,1,1,0
504,"Vuskovic","BHA",2,50,"2.4",8395,3477,18,270,3
594,"David","BHA",4,60,"0.2",531,849,1,23,0
600,"Osman","BHA",3,50,"0.0",31,37,2,28,0
605,"Yalcouyé","BHA",3,45,"2.3",31246,5073,11,167,2
614,"Hadjam","BHA",2,45,"0.0",105,104,0,0,0
624,"Cozier-Duberry","BHA",3,50,"0.0",0,20,0,0,0
639,"Andrés","BHA",3,55,"0.0",113,26,0,0,0
652,"Azeez","BHA",3,55,"0.0",45,13,0,0,0
28,"Martinez","CHE",1,50,"4.6",16195,6284,2,90,1
40,"Rogers","CHE",3,75,"25.2",84753,21679,13,171,2
101,"Henderson","CHE",3,50,"0.0",42,101,0,0,0
136,"Welbeck","CHE",4,59,"0.8",1463,2184,0,0,0
140,"Sánchez","CHE",1,49,"1.2",0,12127,2,90,1
141,"Jörgensen","CHE",1,50,"0.0",0,27,0,0,0
142,"James","CHE",2,54,"8.0",4842,14595,1,112,1
143,"Chalobah","CHE",2,55,"0.1",0,309,0,0,0
144,"Gusto","CHE",2,50,"1.1",1687,1741,2,165,2
145,"Fofana","CHE",2,50,"0.1",484,170,0,67,1
146,"B.Badiashile","CHE",2,45,"0.0",0,66,0,0,0
148,"Hato","CHE",2,45,"0.7",5214,1304,5,154,2
149,"Colwill","CHE",2,49,"1.2",1560,2672,1,161,2
150,"M.Sarr","CHE",2,45,"0.0",0,237,0,0,0
151,"Acheampong","CHE",2,45,"0.4",508,591,4,112,1
152,"Palestra","CHE",2,54,"1.2",195,5278,0,0,0
154,"Palmer","CHE",3,96,"20.0",103355,10092,20,172,2
156,"Neto","CHE",3,65,"1.3",3544,1833,8,81,1
157,"Estêvão","CHE",3,64,"0.8",537,2543,1,7,0
158,"Gittens","CHE",3,59,"0.0",53,81,0,0,0
159,"Caicedo","CHE",3,54,"1.8",452,7546,1,13,0
161,"Lavia","CHE",3,50,"0.2",1513,463,8,131,2
163,"D.Essugo","CHE",3,45,"0.1",0,1093,0,0,0
164,"Quenda","CHE",3,54,"0.0",49,111,1,8,0
165,"João Pedro","CHE",4,77,"71.6",68604,12614,20,180,2
168,"Marc Guiu","CHE",4,50,"0.3",0,2318,0,0,0
169,"Mheuka","CHE",4,45,"0.4",1712,898,0,0,0
170,"Emegha","CHE",4,50,"0.2",659,451,0,0,0
200,"Lacroix","CHE",2,60,"8.3",7837,10721,7,180,2
560,"Penders","CHE",1,45,"0.1",50,125,0,0,0
561,"Anselmino","CHE",2,45,"0.0",44,28,0,0,0
568,"Barco","CHE",3,55,"0.1",147,192,1,8,0
583,"Chavarria","CHE",2,49,"0.2",109,334,2,43,0
91,"Pinnock","COV",2,45,"0.1",117,114,4,102,1
104,"Onyeka","COV",3,50,"0.1",56,255,4,152,2
110,"Rushworth","COV",1,45,"1.0",795,2906,5,270,3
171,"Dovin","COV",1,40,"1.3",0,3830,0,0,0
172,"Wilson","COV",1,45,"0.4",52,351,0,0,0
173,"Thomas","COV",2,40,"8.6",18874,9659,15,257,3
174,"Kitching","COV",2,40,"0.5",0,2251,0,0,0
175,"van Ewijk","COV",2,40,"11.6",5648,19720,6,270,3
176,"Dasilva","COV",2,40,"0.8",397,635,5,264,3
177,"Kesler-Hayden","COV",2,40,"0.0",20,122,0,0,0
178,"Bidwell","COV",2,40,"0.1",128,119,0,0,0
179,"Latibeaudiere","COV",2,40,"0.0",50,52,0,0,0
180,"Woolfenden","COV",2,40,"0.1",72,351,0,0,0
181,"Brau","COV",2,40,"0.0",0,80,0,0,0
182,"Amenda","COV",2,40,"0.8",612,755,4,270,3
183,"Rudoni","COV",3,50,"0.1",137,246,6,152,2
