element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"37.8",141134,150120,12,180,2
2,"Arrizabalaga","ARS",1,50,"0.1",445,900,0,0,0
3,"Meslier","ARS",1,50,"0.0",119,337,0,0,0
4,"Gabriel","ARS",2,80,"26.3",35412,233113,13,180,2
5,"J.Timber","ARS",2,65,"0.1",423,1940,0,0,0
6,"Saliba","ARS",2,60,"0.2",961,4569,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",6658,9377,6,160,2
8,"Calafiori","ARS",2,56,"43.6",346784,80031,20,170,2
9,"Hincapie","ARS",2,54,"1.2",3833,25867,1,9,0
10,"White","ARS",2,55,"7.2",114294,75183,18,180,2
11,"Mosquera","ARS",2,55,"5.0",11125,63564,12,168,2
12,"Saka","ARS",3,95,"10.6",87345,66473,20,157,2
13,"Rice","ARS",3,75,"14.9",16542,173024,8,151,2
14,"Eze","ARS",3,64,"1.5",6111,29310,2,59,0
15,"Ødegaard","ARS",3,66,"11.3",89721,114003,14,145,2
16,"Madueke","ARS",3,64,"0.3",956,5655,1,22,0
17,"Merino","ARS",3,59,"0.5",2525,11014,2,33,0
18,"Martinelli","ARS",3,63,"0.2",991,4466,0,0,0
19,"Zubimendi","ARS",3,54,"0.8",3005,14323,2,27,0
20,"Dowman","ARS",3,54,"0.1",512,1522,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",157,287,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",175,200,0,0,0
24,"Nelson","ARS",3,55,"0.0",4,252,0,0,0
25,"Gyökeres","ARS",4,73,"5.1",6304,136723,0,0,0
26,"Havertz","ARS",4,75,"7.0",53734,92699,8,180,2
27,"G.Jesus","ARS",4,59,"0.3",2250,7519,0,0,0
31,"Konsa","ARS",2,44,"10.5",158563,143026,1,11,0
452,"Bruno G.","ARS",3,68,"2.2",3823,47089,1,19,0
557,"Tzolis","ARS",3,65,"21.7",80010,387211,6,120,2
29,"M.Bizot","AVL",1,45,"0.1",1818,1733,1,90,1
30,"Digne","AVL",2,45,"0.1",0,1720,0,0,0
32,"Cash","AVL",2,45,"7.1",26609,54879,1,167,2
33,"Mings","AVL",2,45,"0.4",2106,3634,1,16,0
34,"Pau","AVL",2,45,"0.4",3184,2995,2,163,2
35,"Bogarde","AVL",3,50,"0.1",732,968,1,16,0
36,"Maatsen","AVL",2,45,"0.8",6703,5894,1,171,2
37,"Lindelöf","AVL",2,45,"0.3",2247,2146,0,180,2
38,"A.García","AVL",2,40,"1.7",11865,12399,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,3067,0,0,0
41,"Buendía","AVL",3,60,"1.1",10838,16284,4,175,2
44,"Bailey","AVL",3,54,"0.1",939,2449,0,0,0
45,"McGinn","AVL",3,55,"2.5",10713,31137,2,171,2
46,"Barkley","AVL",3,50,"0.3",3729,2830,4,150,2
47,"Kamara","AVL",3,50,"0.3",3730,4292,4,180,2
48,"Onana","AVL",3,50,"0.0",119,466,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,57,0,0,0
50,"Burrowes","AVL",3,45,"0.7",6548,6867,0,0,0
