element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"41.5",14943,1383,29,360,4
2,"Arrizabalaga","ARS",1,49,"0.1",10,10,0,0,0
3,"Meslier","ARS",1,49,"0.0",3,9,0,0,0
4,"Gabriel","ARS",2,80,"23.1",1238,6158,24,360,4
5,"J.Timber","ARS",2,65,"0.3",793,141,1,45,0
6,"Saliba","ARS",2,59,"0.2",17,82,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.6",79,275,9,271,4
8,"Calafiori","ARS",2,58,"50.7",5949,1922,28,326,4
9,"Hincapie","ARS",2,53,"0.9",84,296,2,32,0
10,"White","ARS",2,55,"5.5",600,4946,21,315,4
11,"Mosquera","ARS",2,53,"1.7",84,734,12,168,2
12,"Saka","ARS",3,95,"13.1",9713,1602,30,336,4
13,"Rice","ARS",3,74,"12.4",837,1722,19,321,4
14,"Eze","ARS",3,63,"1.0",140,350,3,68,0
15,"Ødegaard","ARS",3,68,"20.1",7406,2903,27,305,4
16,"Madueke","ARS",3,62,"0.2",73,81,2,23,0
17,"Merino","ARS",3,58,"0.4",56,153,3,51,0
18,"Martinelli","ARS",3,63,"0.1",0,52,0,0,0
19,"Zubimendi","ARS",3,53,"0.6",33,245,4,59,0
20,"Dowman","ARS",3,53,"0.1",23,31,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",0,4,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",0,7,0,0,0
24,"Nelson","ARS",3,55,"0.0",0,2,0,0,0
25,"Gyökeres","ARS",4,72,"3.2",510,1067,1,12,0
26,"Havertz","ARS",4,76,"8.5",7471,1726,17,347,4
27,"G.Jesus","ARS",4,59,"0.2",0,75,0,0,0
31,"Konsa","ARS",2,46,"19.4",25848,1455,11,191,2
452,"Bruno G.","ARS",3,67,"1.8",379,258,8,64,0
557,"Tzolis","ARS",3,64,"13.4",1021,12892,14,290,4
29,"M.Bizot","AVL",1,45,"0.1",3,83,1,90,1
30,"Digne","AVL",2,45,"0.1",0,18,0,0,0
32,"Cash","AVL",2,44,"5.1",271,996,7,251,3
33,"Mings","AVL",2,45,"0.4",83,75,7,171,1
34,"Pau","AVL",2,45,"0.3",1,328,3,187,3
35,"Bogarde","AVL",3,50,"0.1",9,15,1,16,0
36,"Maatsen","AVL",2,45,"0.6",2,603,9,335,4
37,"Lindelöf","AVL",2,45,"0.3",58,71,7,360,4
38,"A.García","AVL",2,40,"1.6",194,288,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.1",0,28,0,0,0
41,"Buendía","AVL",3,59,"0.9",118,460,9,311,4
44,"Bailey","AVL",3,54,"0.1",0,38,0,0,0
45,"McGinn","AVL",3,54,"2.2",315,525,11,351,4
46,"Barkley","AVL",3,50,"0.3",58,87,9,302,4
47,"Kamara","AVL",3,50,"0.3",50,105,9,360,4
48,"Onana","AVL",3,49,"0.0",3,5,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,0,0,0,0
50,"Burrowes","AVL",3,45,"0.6",62,182,0,0,0
