element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"40.6",168707,30741,29,360,4
2,"Arrizabalaga","ARS",1,49,"0.1",111,365,0,0,0
3,"Meslier","ARS",1,49,"0.0",47,134,0,0,0
4,"Gabriel","ARS",2,80,"23.4",27329,63169,24,360,4
5,"J.Timber","ARS",2,65,"0.2",11099,1827,1,45,0
6,"Saliba","ARS",2,59,"0.2",285,1443,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.6",2056,6785,9,271,4
8,"Calafiori","ARS",2,58,"50.2",160952,39155,28,326,4
9,"Hincapie","ARS",2,53,"0.9",1649,10845,2,32,0
10,"White","ARS",2,55,"6.6",17391,118891,21,315,4
11,"Mosquera","ARS",2,53,"2.0",123,52997,12,168,2
12,"Saka","ARS",3,95,"12.3",104303,32636,30,336,4
13,"Rice","ARS",3,74,"12.6",16986,47938,19,321,4
14,"Eze","ARS",3,63,"1.1",1863,11644,3,68,0
15,"Ødegaard","ARS",3,67,"19.4",189344,67449,27,305,4
16,"Madueke","ARS",3,62,"0.2",592,2452,2,23,0
17,"Merino","ARS",3,58,"0.4",855,4394,3,51,0
18,"Martinelli","ARS",3,63,"0.1",0,1043,0,0,0
19,"Zubimendi","ARS",3,53,"0.6",987,5872,4,59,0
20,"Dowman","ARS",3,53,"0.1",393,716,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",0,80,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",0,61,0,0,0
24,"Nelson","ARS",3,55,"0.0",0,36,0,0,0
25,"Gyökeres","ARS",4,72,"3.3",2181,35144,1,12,0
26,"Havertz","ARS",4,76,"7.9",47581,58621,17,347,4
27,"G.Jesus","ARS",4,59,"0.2",0,1605,0,0,0
31,"Konsa","ARS",2,45,"18.2",191440,31154,11,191,2
452,"Bruno G.","ARS",3,67,"1.8",10684,5731,8,64,0
557,"Tzolis","ARS",3,64,"14.6",21614,156468,14,290,4
29,"M.Bizot","AVL",1,45,"0.1",303,749,1,90,1
30,"Digne","AVL",2,45,"0.1",0,292,0,0,0
32,"Cash","AVL",2,44,"5.3",594,81724,7,251,3
33,"Mings","AVL",2,45,"0.4",1680,2892,7,171,1
34,"Pau","AVL",2,45,"0.4",202,4909,3,187,3
35,"Bogarde","AVL",3,50,"0.1",345,620,1,16,0
36,"Maatsen","AVL",2,45,"0.7",506,15751,9,335,4
37,"Lindelöf","AVL",2,45,"0.3",1688,1840,7,360,4
38,"A.García","AVL",2,40,"1.6",4799,8501,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.1",0,744,0,0,0
41,"Buendía","AVL",3,59,"1.0",2729,11956,9,311,4
44,"Bailey","AVL",3,54,"0.1",0,1090,0,0,0
45,"McGinn","AVL",3,54,"2.3",9683,12233,11,351,4
46,"Barkley","AVL",3,50,"0.3",1319,2183,9,302,4
47,"Kamara","AVL",3,50,"0.3",1258,2815,9,360,4
48,"Onana","AVL",3,49,"0.0",38,134,0,0,0
49,"Iling Jr","AVL",3,50,"0.0",0,16,0,0,0
50,"Burrowes","AVL",3,45,"0.6",1353,4401,0,0,0
51,"George Hemmings","AVL",3,45,"1.3",8734,9213,8,279,4
52,"Alysson","AVL",3,50,"0.1",983,308,8,87,0
53,"Manzambi","AVL",3,59,"0.1",1097,620,1,27,0
54,"Gomes","AVL",3,55,"0.0",324,158,-2,39,1
55,"Watkins","AVL",4,78,"2.8",0,22563,0,0,0
56,"Abraham","AVL",4,55,"0.2",1326,1583,3,69,0
160,"Garnacho","AVL",3,58,"0.3",524,4684,3,31,0
166,"N.Jackson","AVL",4,65,"1.2",7635,19277,4,199,3
582,"Madjo","AVL",4,54,"0.2",177,2540,0,0,0
596,"Ruggeri","AVL",2,45,"0.1",319,733,2,23,0
597,"Suzuki","AVL",1,50,"1.8",9112,10134,14,270,3
606,"Rowe","AVL",2,40,"0.2",1181,1048,0,0,0
607,"Lynch","AVL",3,45,"0.1",0,949,0,0,0
611,"Wan-Bissaka","AVL",2,45,"0.2",2738,1200,5,107,1
618,"Goretzka","AVL",3,59,"0.0",32,1029,0,0,0
630,"Harwood-Bellis","AVL",2,45,"0.0",189,232,0,0,0
631,"Mbaye","AVL",3,60,"0.1",1255,837,1,27,0
57,"Petrović","BOU",1,45,"3.1",3844,14407,7,360,4
58,"Forster","BOU",1,40,"3.5",12620,8305,0,0,0
59,"Dennis","BOU",1,40,"0.1",0,634,0,0,0
60,"Hill","BOU",2,55,"0.8",1919,5893,8,360,4
61,"Truffert","BOU",2,55,"3.2",3558,18023,8,360,4
62,"Diakité","BOU",2,50,"0.2",587,1482,0,0,0
63,"Milosavljević","BOU",2,49,"0.0",35,57,0,0,0
64,"Smith","BOU",2,45,"0.1",506,1090,2,360,4
65,"J.Araujo","BOU",2,44,"0.0",46,103,0,0,0
66,"Soler","BOU",2,40,"0.3",1477,1457,0,0,0
67,"Rayan","BOU",3,64,"1.7",2225,21246,8,347,4
68,"Tavernier","BOU",3,61,"5.5",189136,25518,29,350,4
69,"Scott","BOU",3,61,"5.9",47455,42837,28,356,4
70,"Kluivert","BOU",3,60,"1.0",7811,5294,15,294,4
71,"Cook","BOU",3,50,"0.2",505,2292,7,165,2
72,"Gannon-Doak","BOU",3,49,"0.1",196,482,3,10,0
73,"Adams","BOU",3,50,"0.3",1949,2428,8,192,2
74,"Brooks","BOU",3,50,"0.1",289,546,2,30,0
75,"Christie","BOU",3,50,"0.0",341,379,3,28,0
76,"Tóth.A","BOU",3,50,"0.0",31,80,1,15,0
77,"Adli","BOU",3,49,"0.0",16,150,0,0,0
78,"Kroupi.Jr","BOU",3,74,"0.2",92,1126,0,0,0
79,"Evanilson","BOU",4,60,"3.3",25551,23267,16,334,4
80,"Enes Ünal","BOU",4,55,"0.0",0,69,0,0,0
