element_id,web_name,team,element_type,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,minutes,starts
1,"Raya","ARS",1,60,"37.9",118985,125700,12,180,2
2,"Arrizabalaga","ARS",1,50,"0.1",390,772,0,0,0
3,"Meslier","ARS",1,50,"0.0",93,288,0,0,0
4,"Gabriel","ARS",2,80,"26.8",30296,199245,13,180,2
5,"J.Timber","ARS",2,65,"0.1",365,1739,0,0,0
6,"Saliba","ARS",2,60,"0.2",885,4125,0,0,0
7,"Lewis-Skelly","ARS",3,55,"0.7",5704,7970,6,160,2
8,"Calafiori","ARS",2,56,"43.2",284863,68676,20,170,2
9,"Hincapie","ARS",2,54,"1.3",3550,22353,1,9,0
10,"White","ARS",2,55,"7.2",95589,63311,18,180,2
11,"Mosquera","ARS",2,55,"5.1",9620,53099,12,168,2
12,"Saka","ARS",3,95,"10.5",69277,56051,20,157,2
13,"Rice","ARS",3,75,"15.2",14447,148546,8,151,2
14,"Eze","ARS",3,64,"1.5",5327,25195,2,59,0
15,"Ødegaard","ARS",3,66,"11.4",78890,94242,14,145,2
16,"Madueke","ARS",3,64,"0.3",882,4779,1,22,0
17,"Merino","ARS",3,59,"0.5",2255,9638,2,33,0
18,"Martinelli","ARS",3,63,"0.2",855,3916,0,0,0
19,"Zubimendi","ARS",3,54,"0.9",2784,12374,2,27,0
20,"Dowman","ARS",3,54,"0.1",463,1333,0,0,0
22,"Nwaneri","ARS",3,54,"0.0",150,239,0,0,0
23,"Fábio Vieira","ARS",3,55,"0.0",160,159,0,0,0
24,"Nelson","ARS",3,55,"0.0",4,224,0,0,0
25,"Gyökeres","ARS",4,73,"5.4",5524,116317,0,0,0
26,"Havertz","ARS",4,75,"7.1",46779,77753,8,180,2
27,"G.Jesus","ARS",4,59,"0.3",2131,6098,0,0,0
31,"Konsa","ARS",2,44,"10.5",129841,123062,1,11,0
452,"Bruno G.","ARS",3,69,"2.2",2889,42369,1,19,0
557,"Tzolis","ARS",3,65,"22.7",75644,313631,6,120,2
29,"M.Bizot","AVL",1,45,"0.1",1637,1534,1,90,1
30,"Digne","AVL",2,45,"0.1",0,1544,0,0,0
32,"Cash","AVL",2,45,"7.2",21558,47376,1,167,2
33,"Mings","AVL",2,45,"0.4",1887,3118,1,16,0
34,"Pau","AVL",2,45,"0.4",2478,2565,2,163,2
35,"Bogarde","AVL",3,50,"0.1",646,843,1,16,0
36,"Maatsen","AVL",2,45,"0.7",5235,4953,1,171,2
37,"Lindelöf","AVL",2,45,"0.3",1870,1816,0,180,2
38,"A.García","AVL",2,40,"1.7",10130,10703,0,0,0
39,"Nedeljkovic","AVL",2,40,"0.2",0,2719,0,0,0
41,"Buendía","AVL",3,60,"1.1",8356,13854,4,175,2
44,"Bailey","AVL",3,55,"0.1",801,2080,0,0,0
45,"McGinn","AVL",3,55,"2.6",8925,26600,2,171,2
