snapshot_utc,element_id,web_name,team,progress_pct,proj_0,proj_1,proj_2,likelihood,hourly_rate,selected_by_percent,now_cost,transfers_in_event,transfers_out_event,total_points,minutes,form,status,cost_change_event,cost_change_start,locked_until,calibrating
"2026-09-17T10:45:59Z",281,"Drameh","HUL","0.0","0.0","0.0","0.0",0,-1,"0.0",40,0,498,2,65,"0.5","u",0,0,,"false"
"2026-09-17T10:45:59Z",282,"Giles","HUL","48.8","50.1","52.7","55.3",3,197,"2.5",40,95699,14429,24,354,"6.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",283,"Jacob","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,68,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",284,"McCarthy","HUL","0.3","0.3","0.3","0.3",1,0,"0.1",40,953,656,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",285,"McNair","HUL","-30.1","-31.3","-33.7","-36.0",-2,-2,"0.1",40,482,619,1,26,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",286,"Belloumi","HUL","4.8","6.7","10.3","13.9",1,742,"3.5",51,252848,20545,27,312,"6.8","a",1,1,,"false"
"2026-09-17T10:45:59Z",287,"Millar","HUL","0.0","0.0","0.0","0.0",0,-3,"0.0",50,0,764,6,50,"1.5","u",0,0,,"false"
"2026-09-17T10:45:59Z",288,"Dowell","HUL","-50.9","-52.3","-54.9","-57.5",-3,-6,"0.3",45,1159,3026,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",289,"Crooks","HUL","-91.2","-92.2","-94.0","-95.8",-3,-7,"0.5",45,3066,3818,3,158,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",290,"Slater","HUL","75.5","75.4","75.2","75.0",3,-14,"5.6",45,44773,39804,13,360,"3.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",291,"Matazo","HUL","-6.5","-6.5","-6.5","-6.5",-1,0,"0.0",45,50,56,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",292,"Ömür","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",49,238,241,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",293,"Kamara","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,18,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",294,"Zambrano","HUL","0.0","0.0","0.0","0.0",0,0,"0.1",45,1018,828,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",295,"McBurnie","HUL","26.9","27.5","28.6","29.7",2,84,"2.0",55,23559,17852,12,351,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",296,"Akintola","HUL","0.0","0.0","0.0","0.0",0,-4,"0.0",50,0,962,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",297,"Gyabi","HUL","-80.5","-80.5","-80.5","-80.5",-3,0,"0.0",45,45,146,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",298,"Destan","HUL","0.0","0.0","0.0","0.0",0,-2,"0.2",45,0,1948,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",299,"Burstow","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,272,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",340,"Gelhardt","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",50,217,171,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",556,"Targett","HUL","-71.3","-71.9","-73.1","-74.2",-3,-16,"1.8",40,3517,11129,1,5,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",563,"Morita","HUL","-53.3","-53.3","-53.3","-53.3",-3,0,"0.0",50,19,334,1,45,"0.2","i",0,0,,"false"
"2026-09-17T10:45:59Z",572,"Tzolakis","HUL","68.0","69.6","72.7","75.8",3,235,"11.1",46,112377,38261,28,360,"7.0","a",0,1,,"false"
"2026-09-17T10:45:59Z",574,"Hjertø-Dahl","HUL","-28.6","-32.1","-38.8","-45.5",-2,-3,"0.1",49,221,554,1,8,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",576,"Stroud","HUL","-25.3","-24.3","-22.3","-20.4",-2,1,"0.1",50,463,602,7,249,"1.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",585,"Herrington","HUL","-20.8","-20.1","-18.8","-17.5",-2,6,"0.6",40,2534,2494,4,107,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",586,"Mendy","HUL","-30.3","-32.5","-36.8","-41.1",-2,-411,"7.1",41,12755,101417,25,249,"6.2","d",0,1,,"false"
"2026-09-17T10:45:59Z",589,"Gourna-Douath","HUL","-43.3","-50.1","-63.1","-76.2",-3,-2,"0.0",50,114,189,3,126,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",617,"Cho","HUL","0.1","0.1","0.1","0.1",1,0,"0.0",50,289,173,3,45,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",632,"Ansah","HUL","-12.3","-14.5","-18.7","-23.0",-1,-3,"0.0",50,103,1020,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",637,"Vaz","HUL","0.3","0.4","0.4","0.5",1,7,"0.1",50,4018,1169,1,8,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",638,"Norton-Cuffy","HUL","-0.8","-0.2","0.0","0.1",-1,2,"0.3",40,3908,2729,1,34,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",642,"Thomas","HUL","0.1","0.1","0.1","0.1",1,0,"0.0",55,965,364,2,57,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",645,"Mouzakitis","HUL","0.0","-8.9","-42.3","-75.7",-1,-2,"0.0",50,165,86,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",259,"Diop","IPS","-34.0","-34.7","-36.1","-37.4",-2,-134,"13.6",40,13632,70266,8,360,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",267,"Lukić","IPS","-79.8","-82.6","-88.0","-93.3",-3,-4,"0.1",50,248,834,9,328,"2.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",300,"Walton","IPS","-7.6","-7.7","-7.9","-8.0",-1,-1,"0.4",44,595,1449,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",301,"Palmer","IPS","-17.5","-17.8","-18.4","-18.9",-1,-16,"4.0",40,6256,13484,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",302,"Button","IPS","1.0","1.1","1.1","1.2",1,4,"0.6",40,1829,1545,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",303,"Kipré","IPS","7.3","8.0","9.2","10.4",1,92,"0.9",39,28195,5963,0,0,"0.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",304,"O'Shea","IPS","-22.7","-23.5","-25.0","-26.5",-2,-32,"2.9",40,4356,12751,8,360,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",305,"Davis","IPS","43.3","45.0","48.4","51.8",3,256,"6.4",40,141244,20919,23,360,"5.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",306,"Greaves","IPS","-61.6","-62.2","-63.5","-64.7",-3,-11,"1.2",40,955,4226,3,357,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",307,"Johnson","IPS","0.0","0.0","0.0","0.0",0,-2,"0.1",40,0,786,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",308,"Furlong","IPS","-100.1","-101.9","-105.4","-108.9",-5,-12,"0.5",40,259,2057,1,17,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",309,"Núñez","IPS","-7.0","-8.5","-11.4","-14.3",-1,-4,"0.1",49,229,1239,6,140,"1.5","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",310,"Matusiwa","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",49,40,26,0,0,"0.0","a",0,-1,"2026-09-19T14:00:09.742968Z","false"
"2026-09-17T10:45:59Z",311,"Burns","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,16,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",312,"Taylor","IPS","-90.9","-90.9","-90.9","-90.9",-3,0,"0.0",45,63,251,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",313,"Clarke","IPS","-35.7","-37.2","-40.0","-42.9",-2,-4,"0.2",54,344,1866,9,105,"2.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",314,"Ogbene","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",49,0,109,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",315,"Fatawu","IPS","-100.5","-103.3","-108.6","-114.0",-5,-7,"0.2",55,406,1742,9,286,"2.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",316,"Emersonn","IPS","51.8","54.2","59.0","63.7",3,361,"2.8",55,107528,16912,24,237,"6.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",317,"Hirst","IPS","0.0","0.0","0.0","0.0",0,-3,"0.1",50,0,829,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",318,"Philogene","IPS","0.0","0.0","0.0","0.0",0,0,"0.1",54,70,254,1,28,"0.2","a",0,-1,"2026-09-19T14:00:09.771450Z","false"
"2026-09-17T10:45:59Z",319,"Szmodics","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,39,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",320,"Akpom","IPS","23.5","23.5","23.5","23.5",2,1,"1.2",50,15148,14611,6,69,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",321,"Walle Egeli","IPS","38.3","38.4","38.5","38.6",2,8,"3.6",45,41702,30257,1,10,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",322,"Al-Hamadi","IPS","0.0","0.0","0.0","0.0",0,-4,"0.1",50,0,633,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",323,"McAteer","IPS","-61.8","-63.9","-68.0","-72.2",-3,-34,"1.1",45,1724,9035,3,42,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",324,"Mehmeti","IPS","-83.0","-87.5","-96.2","-104.9",-3,-2,"0.0",49,45,229,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",554,"Van Oevelen","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,168,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",562,"Maeda","IPS","-58.4","-63.1","-72.2","-81.3",-3,-17,"0.2",54,175,2662,7,243,"1.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",564,"Scherpen","IPS","-19.7","-20.6","-22.3","-24.0",-2,-7,"0.6",45,1623,2422,7,360,"1.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",571,"Florentino","IPS","-61.1","-60.1","-58.2","-56.2",-3,1,"0.1",49,135,492,1,13,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",591,"Enciso","IPS","10.2","10.2","10.3","10.3",1,4,"0.9",55,5673,9636,13,340,"3.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",592,"Ouattara","IPS","-18.3","-18.7","-19.5","-20.3",-1,-5,"0.9",40,1915,3545,4,41,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",602,"Humphreys","IPS","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,387,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",619,"Palacios","IPS","0.7","0.7","0.8","0.9",1,6,"0.1",50,2702,797,9,195,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",640,"Flemming","IPS","0.2","0.2","0.3","0.4",1,7,"0.1",55,2875,785,6,51,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",260,"Wilson","LEE","-98.9","-105.1","-117.1","-129.1",-5,-210,"2.4",63,2605,40751,5,145,"1.2","a",0,-2,,"false"
"2026-09-17T10:45:59Z",326,"Perri","LEE","0.0","0.0","0.0","0.0",0,-12,"0.3",45,0,2362,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",327,"Bijol","LEE","7.6","7.5","7.2","6.9",1,-23,"0.8",50,2569,9010,12,164,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",329,"Rodon","LEE","-64.3","-67.1","-72.4","-77.7",-3,-108,"1.0",44,45,18387,7,123,"1.8","i",0,-1,,"false"
"2026-09-17T10:45:59Z",330,"Bogle","LEE","101.6","112.7","134.3","155.9",5,1639,"4.1",45,190726,13752,37,299,"9.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",331,"Gudmundsson","LEE","0.5","0.5","0.5","0.6",1,3,"0.1",45,935,356,8,162,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",332,"Justin","LEE","15.9","15.9","15.8","15.6",1,-8,"1.5",45,5380,7945,18,360,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",333,"Bornauw","LEE","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,16,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",334,"Muharemović","LEE","23.9","24.9","26.7","28.6",2,143,"4.1",50,35082,15934,21,360,"5.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",335,"Stach","LEE","19.6","19.6","19.6","19.5",1,-3,"2.7",60,13399,22046,22,357,"5.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",336,"Okafor","LEE","3.3","3.6","4.3","5.0",1,51,"0.4",58,9713,3106,15,224,"3.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",337,"Aaronson","LEE","-56.2","-59.3","-65.5","-71.7",-3,-24,"0.5",54,599,5343,6,172,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",338,"Ampadu","LEE","-12.5","-12.2","-11.6","-10.9",-1,5,"1.0",54,3305,6678,16,360,"4.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",339,"Longstaff","LEE","-39.5","-43.8","-52.2","-60.6",-3,-6,"0.1",49,326,955,2,10,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",341,"Gnonto","LEE","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,134,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",342,"Harrison","LEE","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,8,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",343,"James","LEE","-8.3","-8.3","-8.3","-8.3",-1,0,"0.1",49,504,948,2,29,"0.5","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",344,"Gruev","LEE","-51.7","-51.7","-51.7","-51.7",-3,0,"0.0",50,10,31,0,0,"0.0","d",0,0,,"false"
"2026-09-17T10:45:59Z",345,"Tanaka","LEE","2.8","3.0","3.5","4.0",1,36,"0.3",49,5817,2102,12,188,"3.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",346,"Calvert-Lewin","LEE","-26.1","-18.5","-3.7","24.9",-1,2522,"23.4",60,224586,103275,20,329,"5.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",347,"Nmecha","LEE","0.0","0.1","0.2","0.3",1,9,"0.5",54,4185,4907,6,50,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",348,"Piroe","LEE","0.0","0.0","0.0","0.0",0,-3,"0.1",50,0,702,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",349,"Mateo Joseph","LEE","-31.7","-31.7","-31.7","-31.7",-2,0,"0.1",45,454,508,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",385,"Trafford","LEE","26.4","26.6","26.9","27.3",2,27,"5.4",50,19874,22903,18,360,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",598,"Elvedi","LEE","0.3","0.3","0.3","0.3",1,0,"0.0",45,505,294,7,236,"1.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",603,"Lienou","LEE","0.2","0.2","0.2","0.3",1,2,"0.1",40,885,732,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",604,"Cresswell","LEE","0.2","0.2","0.2","0.1",1,-4,"0.1",45,1033,1405,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",625,"Cairns","LEE","0.3","0.3","0.3","0.3",1,0,"0.2",40,2491,1041,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",629,"Zetterer","LEE","1.4","1.6","2.0","2.4",1,29,"0.7",40,13786,3464,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",641,"Bard","LEE","0.0","0.0","0.0","0.0",0,0,"0.0",45,263,96,1,18,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",648,"Bahoya","LEE","-3.3","0.0","0.0","0.0",0,1,"0.0",50,276,290,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",350,"A.Becker","LIV","2.6","2.4","2.1","1.7",1,-27,"3.9",55,15031,15805,19,360,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",351,"Mamardashvili","LIV","-69.8","-69.8","-69.8","-69.8",-3,0,"0.1",49,333,1025,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",352,"Woodman","LIV","-20.3","-20.7","-21.4","-22.2",-2,-6,"1.0",40,1870,3252,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",353,"Pecsi","LIV","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,85,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",354,"Jaros","LIV","0.0","0.0","0.0","0.0",0,0,"0.0",40,157,90,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",355,"Davies","LIV","0.1","0.1","0.1","0.0",1,-2,"0.2",40,618,576,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",356,"Virgil","LIV","-44.2","-44.8","-45.8","-46.8",-3,-123,"16.6",65,26507,57306,17,360,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",357,"Frimpong","LIV","-98.5","-103.1","-111.8","-120.6",-5,-126,"2.0",54,2242,28692,2,178,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",358,"Kerkez","LIV","-52.3","-55.5","-61.8","-68.0",-3,-110,"2.4",54,1962,29243,7,295,"1.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",359,"Gomez","LIV","0.0","0.0","0.0","0.0",0,0,"0.0",49,89,91,0,0,"0.0","a",-1,-1,"2026-09-22T14:30:07.295674Z","false"
"2026-09-17T10:45:59Z",360,"Bradley","LIV","-71.1","-74.3","-80.5","-86.7",-3,-1,"0.0",50,42,87,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",361,"Lucky","LIV","-32.0","-33.4","-36.0","-38.6",-2,-2,"0.1",40,562,836,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",362,"Jacquet","LIV","37.4","38.1","39.5","40.9",2,105,"3.2",50,53330,12379,18,325,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",363,"Leoni","LIV","-44.0","-44.0","-44.0","-44.0",-3,0,"0.0",40,98,256,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",364,"Tsimikas","LIV","-20.2","-20.2","-20.2","-20.2",-2,0,"0.1",49,250,481,2,64,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",365,"Ramsay","LIV","0.0","0.0","0.0","0.0",0,-4,"0.1",40,0,808,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",366,"Wirtz","LIV","-100.9","-107.3","-119.8","-132.2",-5,-608,"6.7",74,3916,111043,12,332,"3.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",367,"Gakpo","LIV","1.6","3.8","7.9","12.1",1,316,"12.4",72,104409,118882,29,280,"7.2","a",0,2,,"false"
"2026-09-17T10:45:59Z",368,"Szoboszlai","LIV","-48.7","-50.1","-52.9","-55.6",-3,-711,"35.6",70,56381,330251,18,360,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",369,"Ngumoha","LIV","-79.3","-85.0","-96.1","-107.3",-3,-42,"0.5",58,1310,7496,4,99,"1.0","a",0,-2,,"false"
"2026-09-17T10:45:59Z",370,"Chiesa","LIV","-89.5","-90.1","-91.3","-92.6",-3,-1,"0.0",54,15,500,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",371,"Gravenberch","LIV","-79.3","-82.4","-88.3","-94.2",-3,-52,"1.2",59,2805,16486,8,181,"2.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",372,"Mac Allister","LIV","-23.2","-23.9","-25.3","-26.6",-2,-13,"1.3",54,7618,13994,6,216,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",373,"C.Jones","LIV","0.0","0.0","0.0","0.0",0,-1,"0.0",55,0,106,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",374,"Endo","LIV","-25.3","-25.3","-25.3","-25.3",-2,0,"0.1",49,290,648,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",375,"Nyoni","LIV","-40.0","-40.0","-40.0","-40.0",-3,0,"0.0",49,136,410,2,19,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",376,"Bajcetic","LIV","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,6,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",377,"Munoz","LIV","14.0","13.5","12.3","11.2",1,-87,"1.1",65,4146,21046,14,239,"3.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",378,"McConnell","LIV","0.3","0.3","0.3","0.3",1,-1,"0.2",44,1867,1787,0,0,"0.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",379,"Isak","LIV","-4.3","-4.2","-4.1","-4.0",-1,8,"21.9",91,77979,161936,25,333,"6.2","a",0,1,,"false"
"2026-09-17T10:45:59Z",380,"Ekitiké","LIV","-14.2","-15.1","-17.0","-18.8",-1,-4,"0.1",74,294,944,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",381,"Koumas","LIV","-82.1","-87.4","-97.7","-108.0",-3,-2,"0.0",50,141,218,2,13,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",382,"Danns","LIV","1.9","2.2","2.7","3.1",1,38,"0.2",45,6189,2156,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",383,"Elliott","LIV","0.0","0.0","0.0","0.0",0,0,"0.0",54,0,458,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",579,"Araujo","LIV","25.5","25.6","25.7","25.9",2,14,"2.9",54,28753,11694,15,194,"3.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",627,"Barcola","LIV","-18.3","-22.5","-30.6","-38.7",-2,-115,"1.9",80,17828,31648,4,97,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",155,"Enzo","MCI","-32.6","-31.3","-28.8","-26.3",-2,62,"3.4",69,35977,22456,6,181,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",237,"Ndiaye","MCI","-90.3","-93.8","-100.5","-107.2",-3,-382,"7.8",59,26162,123637,17,311,"4.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",384,"Donnarumma","MCI","-42.8","-42.1","-40.9","-39.6",-3,71,"7.7",55,32507,29678,17,360,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",386,"Bettinelli","MCI","-69.2","-69.2","-69.2","-69.2",-3,0,"0.0",45,56,141,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",387,"O'Reilly","MCI","-50.3","-52.6","-57.2","-61.7",-3,-403,"12.2",64,8800,119870,5,158,"1.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",388,"Guéhi","MCI","59.2","59.9","61.3","62.6",3,102,"18.5",60,58296,50472,26,360,"6.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",389,"Matheus N.","MCI","-32.1","-30.6","-27.8","-25.0",-2,20,"1.0",59,4552,2883,10,123,"2.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",390,"Rúben","MCI","2.7","3.1","3.9","4.7",1,61,"1.9",55,14374,7573,16,360,"4.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",391,"Gvardiol","MCI","31.1","34.7","41.7","48.7",2,1439,"24.0",57,359863,26619,33,344,"8.2","a",1,2,,"false"
"2026-09-17T10:45:59Z",392,"Aït-Nouri","MCI","-50.6","-52.9","-57.2","-61.6",-3,-14,"0.4",53,942,4469,0,0,"0.0","a",0,-2,,"false"
"2026-09-17T10:45:59Z",393,"Khusanov","MCI","-3.1","-4.3","-6.7","-9.0",-1,-43,"1.5",54,2511,13862,9,268,"2.2","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",394,"Alleyne","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,25,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",395,"Lewis","MCI","-25.4","-26.8","-29.5","-32.2",-2,-4,"0.2",44,870,1980,1,56,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",396,"Vitor Reis","MCI","-66.8","-66.8","-66.8","-66.8",-3,0,"0.0",45,124,196,1,1,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",397,"Semenyo","MCI","-38.6","-40.0","-42.6","-45.3",-3,-293,"15.2",84,22310,112321,16,360,"4.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",398,"Foden","MCI","-82.4","-87.9","-98.4","-108.9",-3,-592,"2.8",70,1988,121980,9,217,"2.2","s",0,0,,"false"
"2026-09-17T10:45:59Z",399,"Cherki","MCI","-57.3","-58.9","-61.9","-65.0",-3,-231,"28.2",78,95190,198324,26,218,"6.5","a",0,3,,"false"
"2026-09-17T10:45:59Z",400,"Doku","MCI","-73.7","-74.5","-75.9","-77.4",-3,-20,"0.7",74,185,5202,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",402,"Rodrigo","MCI","0.0","0.0","0.0","0.0",0,-1,"0.0",65,0,41,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",404,"Reijnders","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",60,0,174,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",406,"Kovačić","MCI","-49.5","-53.2","-60.4","-67.5",-3,-4,"0.1",54,186,718,2,42,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",407,"Echeverri","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",49,0,103,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",408,"Phillips","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,28,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",409,"Mukasa","MCI","0.0","0.0","0.0","0.0",0,-2,"0.1",45,0,1200,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",410,"Monga","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",49,0,89,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",411,"Haaland","MCI","96.6","99.5","105.0","110.6",4,425,"72.7",155,118651,18460,33,360,"8.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",481,"Anderson","MCI","-15.2","-15.2","-15.3","-15.4",-1,-3,"4.2",63,20645,25678,13,323,"3.2","a",0,-2,,"false"
"2026-09-17T10:45:59Z",587,"Rulli","MCI","-75.1","-75.1","-75.1","-75.1",-3,0,"0.0",50,120,142,0,0,"0.0","a",0,0,,"false"
